question,category,subcategory
فين اروح علشان اسجل شركتي الجديدة ضريبيا؟,Taxes,tax_registration
هعمل ايه علشان قسيمة الزواج بتاخد قد ايه؟,Personal Status,marriage_certificate
عايز اعرف افرق قيدي عن قيد اهلي؟,Civil Affairs,family_record
انا تايه، عايز اعرف اعفاءات ضريبة الدخل ايه هي؟,Taxes,income_tax
انا محتاج رسوم القيد الفردي كام؟,Civil Affairs,individual_record
فين اروح علشان اعدل بيانات في شهادة الميلاد؟,Civil Affairs,birth_certificate
عايز اعرف اقسط غرامة مخالفات المرور؟,Traffic,traffic_violations
ممكن حد يفهمني اعدل اقرار القيمة المضافة بعد التقديم؟,Taxes,vat
هعمل ايه علشان محتاج القيد الفردي علشان اقدم عليه فين؟,Civil Affairs,individual_record
عايز اعرف اعدل الحالة الاجتماعية بعد وفاة الزوج؟,Personal Status,social_status
